route_id,origin_node,destination_node,distance_km,transport_mode,travel_time_hours,cost_per_ton,capacity_tons
R_000042,N_1625,N_0137,1278.08,maritime,17.855017638089972,122.66171668357089,34.543166482318604
R_000043,N_1408,N_1844,2214.52,truck,44.26619690424276,139.78731483419898,29.2284325689973
R_000044,N_0496,N_0883,2743.77,truck,60.940983006710326,175.02574271823275,71.95706445538508
R_000045,N_1720,N_1095,4293.24,truck,100.5259298263845,274.98716878866725,85.77844550850487
R_000046,N_1778,N_1604,963.45,truck,14.592292138038662,316.60774555047976,88.9860883209266
R_000047,N_0476,N_1348,1833.1,truck,33.673235717782156,351.8734237239887,95.72001899432779
R_000048,N_0675,N_1685,398.64,truck,7.790818778468169,393.6172386306823,52.432736254540806
R_000049,N_0845,N_0509,2793.44,air,38.14465894377634,221.75214244731137,47.052825556259975
R_000050,N_1417,N_1450,1288.74,truck,19.090592768888374,172.7296471645174,89.56123681262555
R_000051,N_0558,N_1926,892.15,rail,18.876374803282392,90.1816216082125,83.4801935911645
R_000052,N_0779,N_1618,4313.39,truck,79.70309689061622,225.62415831584025,84.48600760898017
R_000053,N_0749,N_0537,5160.63,truck,78.92364728029256,54.399946981168426,73.93475845245821
R_000054,N_0399,N_1231,811.19,rail,12.47485397525148,131.26464698692075,81.43721025833445
R_000055,N_1170,N_1739,2984.04,truck,37.75658209419966,300.6325446379062,90.01094670237141
R_000056,N_1120,N_0162,2535.24,truck,32.09782987128231,448.4007547020715,52.414631059390565
R_000057,N_0713,N_0035,1837.95,maritime,31.561544455222627,496.17627514248466,74.81259597548949
R_000058,N_1359,N_1862,2301.33,air,37.593631019851664,253.72778369124148,78.20665309953564
R_000059,N_0645,N_1533,4151.0,rail,58.94507263178607,338.571523396271,70.80600837963757
R_000060,N_0383,N_0885,3207.18,truck,72.8004994971297,340.47528260353425,25.299439995541857
R_000061,N_1308,N_0137,4307.63,truck,93.28690098341573,95.94308080199517,29.348809741511666
R_000062,N_1169,N_0897,2235.23,truck,43.67609282631957,432.31644959579984,89.92461470752423
R_000064,N_0218,N_0841,4530.26,truck,92.35120478648834,389.4320323127138,92.98847302640183
R_000065,N_1497,N_1781,1429.61,truck,32.91352053723427,153.2353868177885,40.46576548774149
R_000066,N_1344,N_1013,1500.12,truck,24.916169715540647,262.1446752268114,40.944148829461916
R_000067,N_1524,N_1642,3152.26,truck,39.68576177894588,344.2436928880015,49.57996124834242
R_000068,N_1104,N_0159,5171.2,truck,82.1008680502306,274.0432305416028,11.727555630766389
R_000069,N_1332,N_1067,3130.88,truck,68.60995966750171,481.02920553978896,13.070592536553661
R_000070,N_1207,N_0546,2233.66,truck,39.681967713137446,292.74464575568066,46.91122409362524
R_000071,N_1062,N_0285,5729.93,truck,127.89881240692867,287.86580424402433,16.420569206026066
R_000072,N_0094,N_0474,4245.96,air,56.57625393254297,424.13103293350895,55.64473178303778
R_000073,N_0942,N_1273,3123.87,truck,40.687039370801024,426.3832994468786,43.88696399293487
R_000074,N_1024,N_1967,3152.28,air,48.636189850174226,434.08712605507907,32.02066070820612
R_000075,N_1833,N_1174,1568.84,truck,24.044953071890383,494.14564515590104,86.13382045378935
R_000076,N_1105,N_0163,4041.66,truck,60.97329378420853,158.2295133388214,24.307112191658415
R_000077,N_0471,N_1134,2078.9,truck,28.790599051985552,193.71253874285702,39.67335176608007
R_000078,N_1082,N_0974,5313.79,truck,77.73729433619674,112.29207017793748,32.87020971863279
R_000079,N_0824,N_0405,995.68,rail,20.587293063107765,118.51095406566075,16.286653673792927
R_000080,N_0727,N_1333,2897.89,truck,70.3599207917503,78.93739415792597,43.01477849154491
R_000081,N_0155,N_1118,350.94,truck,6.028174665279484,463.68745543683934,78.30290451970578
R_000082,N_0908,N_0325,2031.38,truck,29.033509199394064,308.0856997453607,96.60220184448855
R_000083,N_1402,N_1664,1432.55,truck,33.47366260011629,63.931856542239174,85.37683605634759
R_000084,N_0905,N_0356,2074.62,truck,30.70915950977894,292.9040754152259,62.05039620195105
R_000085,N_1013,N_1778,3502.86,truck,86.61238699387981,350.93014225744497,39.90723023966672
R_000086,N_1033,N_1996,1779.91,air,27.957180191422975,197.6382510636244,28.644275837802546
R_000087,N_1952,N_0443,807.08,maritime,12.490687796259305,248.2454786347822,30.78775212232045
R_000088,N_1744,N_0381,2347.04,truck,45.09625710336487,150.03712430547566,26.70681084926861
R_000089,N_0157,N_1279,959.39,truck,19.34483522732001,77.26928585398112,42.3122072255951
R_000090,N_0709,N_0611,3620.01,truck,62.30113384123039,73.52993070758487,79.13616093030711
R_000091,N_0254,N_1211,1942.73,maritime,28.717166994874802,334.42897898548983,72.46693769255637
R_000092,N_0312,N_0905,2120.71,rail,36.856368311187985,342.9829284018271,24.5728252597955
R_000093,N_1356,N_1163,2346.3,rail,32.563855293740694,417.94187071351496,49.59172473787188
R_000094,N_0034,N_1959,2647.31,maritime,33.45868381712991,313.592431205588,60.35344833124923
R_000095,N_0630,N_0009,1823.89,truck,34.187114158330196,147.08844717403042,96.01503651795154
R_000096,N_1186,N_0838,3016.64,air,54.36853323683225,184.18768900966975,21.947043599718604
R_000097,N_0615,N_0140,1128.77,air,17.834637414313377,253.61511345449378,61.14245841584186
R_000098,N_0136,N_0774,1333.98,truck,16.966023622646812,349.78747097535313,86.98151927111428
R_000099,N_0137,N_0414,2377.65,truck,37.922634552104434,80.57279924691909,86.69756471285882
R_000100,N_0224,N_1144,1061.01,truck,20.812853775597702,456.2627087712407,85.68163893960988
R_000101,N_1820,N_1978,1292.68,truck,17.25873530107033,161.10055552596256,12.182852603724598
R_000102,N_0776,N_1211,2426.1,air,38.60200118289887,153.24608781501445,68.57391724311032
R_000103,N_0479,N_0607,1716.51,truck,23.28929939238414,316.5676663628019,18.64185298427127
R_000104,N_0191,N_1143,615.62,truck,8.174476863468882,284.8302577688467,75.86800548608052
R_000105,N_1621,N_0468,3432.12,truck,58.78043909489131,421.63064473673285,19.921397991386772
R_000106,N_1648,N_1679,5018.36,truck,107.45774158607786,165.08220248455055,97.86519270399495
R_000107,N_1478,N_1690,1312.56,air,17.290665368614416,104.60751148975602,93.4999766350626
R_000108,N_0897,N_1584,113.11,truck,1.430145890589111,256.2426276101409,97.70395711159244
R_000109,N_0025,N_1000,2145.3,truck,35.48159031641117,173.79388038870073,53.82278249410339
R_000110,N_1759,N_0581,2210.25,air,32.253065165999395,412.3430257573245,57.80099910678165
R_000111,N_0710,N_0530,1438.91,truck,27.063295423180243,54.54761104641913,65.3532213732324
R_000112,N_0382,N_0914,2808.04,rail,57.3756533982974,418.60993926429387,37.85495355074845
R_000113,N_0404,N_1020,2393.73,maritime,58.866234098372004,125.40611168956885,52.03009295925309
R_000114,N_1056,N_0889,4273.81,truck,65.37486304128029,418.56355476736366,69.5455704755993
R_000115,N_1435,N_0469,2991.26,air,38.893045686187875,176.45114607773948,59.78012852565789
R_000116,N_1951,N_1003,1730.82,truck,21.876446829254327,493.8711558080269,55.822989336144985
R_000117,N_0846,N_1672,4676.91,truck,82.71472359355583,290.5850132881653,96.43333336173106
R_000118,N_0908,N_0291,1121.89,truck,21.72438880054108,463.75783788768035,99.09619263675373
R_000119,N_1216,N_1010,1643.99,truck,32.16231496131391,244.02677483640286,77.28184554960114
R_000120,N_0057,N_1684,960.72,maritime,12.752419670590529,60.716989154817064,44.38901368399322
R_000121,N_1166,N_0412,1343.78,truck,29.39562139002523,333.1932847956376,91.31729063128849
R_000122,N_0918,N_0200,5018.02,truck,66.92632925816596,302.3455574903284,31.393386896991288
R_000123,N_1503,N_1179,1130.42,maritime,22.144758649886523,174.59972114081,72.90482149252063
R_000124,N_1684,N_1659,2057.94,rail,31.133183128216203,428.5360726836762,30.766606958856915
R_000125,N_1378,N_1974,1945.12,truck,42.930108182148125,455.6401684708232,73.45118330877153
R_000126,N_1055,N_0488,1886.77,truck,34.61002988079828,463.4749814777055,54.994967737578314
R_000127,N_0996,N_1268,1761.32,truck,42.95873357618645,310.2620838027009,85.14829039927784
R_000128,N_0400,N_1495,3444.14,air,52.64501215761618,472.87690170760317,93.77283537226143
R_000129,N_0292,N_1750,2294.94,truck,34.08848338867604,136.73196691299356,39.988423240993846
R_000130,N_0553,N_1948,1244.15,air,21.954034151888372,285.5465948409173,44.751957687373064
R_000131,N_0774,N_1167,1686.54,truck,24.921770938523828,387.7360089965534,97.75146183816157
R_000132,N_1507,N_0829,1339.44,truck,19.83568000581812,274.2235161791162,85.69195963116438
R_000133,N_1519,N_1994,5698.22,truck,97.62190219235069,238.68636294495025,60.837934761062094
R_000134,N_0403,N_1417,1138.85,air,23.0515906082815,181.89262698317697,59.372336899304806
R_000135,N_0010,N_1009,4034.8,truck,84.04782194285937,188.44151346807155,39.23577914131268
R_000136,N_0246,N_0664,1411.33,air,19.19961275616034,281.1064568085664,52.01632342992552
R_000137,N_1907,N_0193,1218.23,truck,16.068664609909753,286.5386396314424,98.8694433377749
R_000138,N_0781,N_0955,2790.83,truck,54.760310354497925,463.2618492173365,43.36590613479719
R_000139,N_0288,N_0536,2888.14,truck,43.87609808444396,109.8546992479172,18.240971777035117
R_000140,N_1114,N_0171,3201.36,truck,57.45693017683436,195.22635938175213,45.232946523060924
R_000141,N_0475,N_1468,4021.55,truck,69.70127181300565,212.6836068881472,81.59261788443463
R_000142,N_1482,N_1665,1169.89,air,17.52374311818409,104.48822804033841,55.6369314971971
R_000143,N_1241,N_0574,1689.8,rail,35.76227307643765,150.576191840814,87.60166263643268
R_000144,N_1147,N_0376,1040.4,truck,17.408322056869103,127.99976698109423,66.48728063714216
R_000145,N_1293,N_1156,4553.71,truck,58.52473838546973,437.64943995364825,87.84854774935714
R_000146,N_0829,N_0848,3926.29,truck,49.13170566297861,115.40438926496668,56.402409729579205
R_000147,N_1344,N_0201,663.5,truck,12.711460186010916,453.59898827943175,97.15074361379736
R_000148,N_0261,N_0009,4889.49,truck,73.4891840977247,219.48150382181072,98.73717903607844
R_000149,N_1023,N_0075,3978.99,truck,58.5343564139608,391.39232105919183,52.39867638615071
R_000150,N_0001,N_1279,756.59,truck,14.136788375359213,151.37689578861784,86.55782933326145
R_000151,N_1608,N_0350,3739.04,truck,53.488122177898845,51.721463501026996,89.02292651028355
R_000152,N_0463,N_0022,1475.59,truck,19.466922632432833,269.2872466838681,68.70154005012803
R_000153,N_0100,N_0736,3103.25,air,55.07116231514011,156.96026826122036,33.1679389911559
R_000154,N_1900,N_1532,1564.41,air,36.47558195615718,56.758877633306184,84.06415553254666
R_000155,N_0870,N_0140,2085.58,truck,43.874558166555,205.91627442271007,97.43212803502071
R_000156,N_1662,N_0217,5014.93,truck,63.84568179327555,184.93855238282765,86.90329857403653
R_000157,N_0110,N_0008,229.7,rail,4.241996214529689,138.07558397432805,94.13019166812677
R_000158,N_0203,N_0526,3036.91,maritime,68.48686157167812,54.50935252559328,88.37141914693747
R_000159,N_1239,N_1796,899.8,truck,20.790793943941175,308.70163894176227,45.43530267123096
R_000160,N_1345,N_0790,2652.94,truck,40.44280508591263,482.2696586088677,68.95480720954103
R_000161,N_0137,N_1407,964.73,truck,16.327435999781414,166.69746494068238,43.879508031366
R_000162,N_0960,N_1924,2177.19,air,33.43778884431395,312.2784238973375,48.438984856017626
R_000163,N_1386,N_1049,2083.69,rail,29.975126714423826,65.95678205495865,75.80169987450702
R_000164,N_1435,N_1499,2805.62,truck,60.978715297987826,404.5588300311472,60.30906204219417
R_000165,N_1804,N_0251,581.0,truck,14.09344078710056,122.8737896020304,50.73130407547172
R_000166,N_0918,N_0167,2177.08,air,31.713664830816573,495.67578823808583,17.08476322378275
R_000167,N_0791,N_0045,1934.63,truck,31.437878591714824,170.0873468628467,71.52696460873942
R_000168,N_1973,N_0660,1269.72,truck,21.739339907540316,219.15425896849575,84.6248424395589
R_000169,N_0442,N_0171,1251.81,truck,17.267995230357236,303.8742420703795,55.32024464890301
R_000170,N_0421,N_0134,2648.86,rail,62.49467832151809,174.96129634232,18.58883812876208
R_000171,N_0734,N_1133,4405.95,truck,58.25345501599061,380.2423644483186,96.499395902239
R_000172,N_0947,N_1651,4296.89,truck,69.41278899553947,256.0728376940071,60.937185127361
R_000173,N_0631,N_1474,446.19,rail,10.299492034160126,386.03530799678805,22.93692519099315
R_000174,N_1416,N_0949,1202.29,truck,19.005862503807297,65.68298155266302,56.383400330202065
R_000175,N_1349,N_1630,3734.03,truck,74.9008821842415,497.8841085546214,70.14676710943871
R_000176,N_0224,N_0571,1644.99,rail,23.4944004786606,230.5401150274173,21.132033202343262
R_000177,N_1165,N_1839,2030.61,rail,47.17883932996378,123.54864522132853,65.70335597890163
R_000178,N_0756,N_0590,3309.45,air,45.58990693124994,463.47339355002765,51.936292311279914
R_000179,N_0042,N_1320,1997.81,truck,38.58285932104571,339.92260022012096,78.73154837360879
R_000180,N_0565,N_0118,970.1,truck,19.66517118687039,128.38404178786533,88.79341406181922
R_000181,N_1280,N_0244,1052.83,truck,13.937496857624723,116.47040995179877,21.47915966490089
R_000182,N_1601,N_0258,1140.97,truck,19.867701022558965,331.5170591666408,44.10782445450966
R_000183,N_0157,N_1701,1519.37,maritime,19.649817396445215,295.45340217798474,41.933487375566784
R_000184,N_1176,N_0281,2464.96,truck,42.74318695800816,55.837846042721154,14.969294641092164
R_000185,N_0020,N_1790,3489.62,rail,60.168503019526945,259.94922937946643,15.297083629091151
R_000186,N_0032,N_0235,4204.3,rail,75.18450169174008,394.2277759222513,38.19512581376133
R_000187,N_1060,N_0849,1983.33,truck,33.94332623385097,75.43534876615162,96.88797296279766
R_000188,N_1835,N_1602,5831.68,rail,111.7251346876156,180.31558299068013,61.58737869351843
R_000189,N_1358,N_0133,677.5,air,13.34787473445882,323.33666014373784,75.15125199041188
R_000190,N_1504,N_0887,2319.94,truck,48.84194379721205,364.5072849957504,87.7406622890678
R_000191,N_1893,N_1344,597.53,truck,11.088696615382137,347.4681695844145,87.78400544537367
R_000192,N_1686,N_1615,2091.32,truck,27.233552996878075,425.8474669712419,89.41917162230307
R_000193,N_1957,N_0439,3688.03,truck,49.57987451556587,306.657352061014,13.434307619863606
R_000194,N_1014,N_1012,3213.47,truck,63.001654719882175,486.67241302116776,14.956377246367667
R_000195,N_1351,N_1274,847.25,truck,15.382222168634424,237.75582893870717,75.79184667947325
R_000196,N_0605,N_1814,4441.03,maritime,63.479118744559706,405.4786872561746,19.578589544340502
R_000197,N_1389,N_0554,1428.03,air,28.10928465853772,115.42264472788686,53.68550137877694
R_000198,N_1404,N_1246,2140.43,truck,38.090377198174465,342.62259652119945,94.31955989654962
R_000199,N_1890,N_1471,1932.88,truck,42.6588326312336,88.39984203462454,37.189547258355624
R_000200,N_1839,N_0699,6136.07,truck,115.57528952051449,232.3435376560443,94.76782214498313
R_000201,N_1095,N_0727,1887.46,truck,37.53650353982766,297.1246920609885,76.27026038919799
R_000202,N_1537,N_1916,1776.76,truck,23.946586796619357,403.28397854479283,24.13036552903646
R_000203,N_0838,N_0725,728.41,truck,9.221351268271485,219.25836527000007,30.682705658026663
R_000204,N_1109,N_1533,4591.72,truck,67.62843446404085,65.41208166013905,11.70824635881133
R_000205,N_0080,N_0487,4062.7,truck,88.90447806434898,393.74710385069204,21.58628341707744
R_000206,N_0807,N_1919,1874.46,truck,26.743546939971342,411.8525391037478,15.948211560622399
R_000207,N_0126,N_1327,275.67,air,4.868429539638724,264.53113941787046,25.12214574963098
R_000208,N_1265,N_1600,2532.17,air,63.17630284560892,297.8306071960483,88.50406452428392
R_000209,N_0836,N_1456,4454.81,truck,80.74135490542027,62.97275081989556,81.12550022683325
R_000210,N_0029,N_1375,1974.45,truck,39.3102603302798,402.8533214300688,81.43736920340032
R_000211,N_1756,N_0534,1974.92,air,42.59388771152806,370.70682869376884,53.119742131167534
R_000212,N_0916,N_0306,1653.05,truck,38.83562084826865,490.01493978819775,67.81316703604101
R_000213,N_1759,N_0937,1478.03,rail,33.8646413284027,323.3508763696998,69.4550431689558
R_000214,N_1750,N_1800,662.3,truck,8.471061692916498,185.51070500765138,21.231723912678106
R_000215,N_1891,N_1750,1897.01,truck,27.02644519908047,389.2024095323181,65.8212348591523
R_000216,N_0108,N_0375,3120.83,air,62.50253263962522,92.29292979966095,37.134921159540866
R_000217,N_0748,N_1030,3330.39,truck,65.84071058473245,111.705647746643,44.34118239610314
R_000218,N_0986,N_1478,2409.59,truck,32.90027401669438,343.3460322528824,11.42327175506736
R_000219,N_0735,N_0872,2520.9,maritime,32.74064438459808,275.7828459681652,29.833766422829104
R_000220,N_1028,N_0193,2079.94,truck,37.71192619700752,368.67724289135725,81.60179929988666
R_000221,N_1520,N_1653,3624.12,truck,46.27928675724858,162.4130605681871,41.18027397349861
R_000222,N_1021,N_0350,1342.84,truck,24.487767130528383,94.92600183207006,10.129802498646152
R_000223,N_1557,N_0864,207.63,truck,5.099763499782955,436.97493678523074,62.596870935997686
R_000224,N_0110,N_1153,1642.75,air,32.760964300542206,152.3505791913152,90.51706512975422
R_000225,N_0901,N_0189,2647.85,air,36.715011623722205,189.399893373155,13.095737303782201
R_000226,N_0717,N_1091,2899.01,truck,38.33053173819647,231.81619011686402,12.92767815578449
R_000227,N_1498,N_1763,1126.59,truck,22.80304882149069,122.37878071313538,78.58193161588456
R_000228,N_0679,N_0488,5681.78,truck,130.69117445876262,298.5685704520491,41.13931115452083
R_000229,N_1153,N_0854,1789.46,truck,28.484028867556187,161.44431424822272,78.89607073639529
R_000230,N_1375,N_1145,3888.24,rail,61.56117106184129,441.1638805940982,59.22323118840444
R_000231,N_0913,N_0343,3043.9,rail,42.67868480556428,487.56011663044694,18.42237271967833
R_000232,N_1278,N_0044,1271.32,truck,19.021796857010955,491.0809316554534,57.90448694041802
R_000233,N_0311,N_0417,1213.67,truck,23.35822846901991,200.88345455765017,13.474710423724725
R_000234,N_0855,N_0670,844.32,truck,14.483108583654523,257.3711437544291,78.87068481038533
R_000235,N_1904,N_1838,2374.53,truck,48.199019581950765,433.6160045651048,18.19008151162472
R_000236,N_1948,N_1933,4165.19,truck,87.80009500211138,209.4476250958173,11.383316443790989
R_000237,N_0737,N_0539,1723.87,truck,27.72536515177971,108.2663800901845,70.8366966564804
R_000238,N_0285,N_1637,3237.75,truck,62.41316349053245,104.62654646864215,11.398155668555322
R_000239,N_1499,N_1053,1594.84,truck,27.007736415816947,95.89799849906206,28.632266313756958
R_000240,N_0470,N_0866,1927.67,truck,24.552101653729885,499.98746631559203,82.06364137290291
R_000241,N_0563,N_1038,2900.28,truck,57.83749182658648,494.0532854674487,40.18064302614624
R_000242,N_0412,N_1268,4647.45,maritime,63.85282882834352,318.9217141087937,25.20689722045589
R_000243,N_0182,N_1236,3192.38,truck,40.887134952935156,457.02216308779464,24.957284990897534
R_000244,N_0072,N_0471,2714.98,truck,45.94084617010623,103.71326421943056,43.23764682984875
R_000245,N_0291,N_0628,580.55,maritime,9.307094513336576,335.86758710475243,29.971565277306183
R_000246,N_1312,N_1903,1562.61,truck,32.002847868531816,52.64765944925376,44.71311328761419
R_000247,N_1991,N_1487,2314.16,maritime,34.6897908437141,385.1900084418946,33.6474620393446
R_000248,N_1526,N_0129,2324.63,rail,38.81436363060249,89.84587645132066,76.67777738478783
R_000249,N_1846,N_0322,4558.14,truck,77.0968161215337,83.57408500982591,66.64993002834883
R_000250,N_1547,N_1773,453.36,truck,5.769303687651769,421.0032140359205,19.862826210975474
R_000251,N_1457,N_0706,1768.92,truck,25.266127291662006,410.35765655867397,23.624025045441545
R_000252,N_0506,N_1986,668.34,air,12.625681202808158,86.14773688143397,12.454073194527888
R_000253,N_1498,N_0949,5051.12,truck,80.59696306217616,50.79557038585521,32.82805739790655
R_000254,N_1624,N_0821,2487.21,rail,41.57474547973734,55.44133295485176,44.12538449702929
R_000255,N_1958,N_1169,1539.18,truck,36.51195184196303,468.0108195680839,32.2291961872628
R_000256,N_1577,N_0689,4363.81,truck,69.58262047512113,232.7361387106728,62.32143548317695
R_000257,N_0488,N_1058,1444.44,truck,32.290726732597186,156.7368906551222,70.57401185344622
R_000258,N_0565,N_1417,2666.17,maritime,58.873308630101064,120.17630542322122,13.819552902113173
R_000259,N_1208,N_0460,4346.91,truck,58.08756225897779,491.9919814980271,89.12927194926411
R_000260,N_0736,N_0839,2181.19,rail,47.020438883150874,303.4267038850702,75.84364626703513
R_000261,N_1081,N_0463,1507.52,truck,23.760151973562248,260.08089772075266,36.152961978914874
R_000262,N_1111,N_0221,158.23,truck,3.378224957583041,466.36769209413444,53.99346272399293
R_000263,N_1737,N_1447,1511.88,rail,28.618810258215778,411.6420783772058,18.21901960479776
R_000264,N_0821,N_1149,2455.94,truck,31.86101841756155,452.9796801120073,44.2235832011859
R_000265,N_0071,N_0244,3226.83,truck,69.71723703976635,423.29788852607766,91.71277827762421
R_000266,N_0729,N_0035,3728.46,air,58.21116807170376,61.65383693099586,58.76151681433457
R_000267,N_1707,N_0053,5023.4,truck,73.55996884957467,445.8122293447608,88.27853591398365
R_000268,N_0806,N_1215,1923.98,truck,30.53160469880247,475.9906316520798,45.96329932187666
R_000269,N_0103,N_0465,2942.04,truck,47.579360531741195,86.34489463289276,80.54146840093583
R_000270,N_1658,N_1059,913.76,truck,12.683817147606238,158.78066022276516,27.779234794928318
R_000271,N_0254,N_0955,2766.61,truck,47.268579610861345,50.65000966189459,59.89546257818265
R_000272,N_1014,N_1593,489.68,air,7.116277820491132,106.70277734552356,41.90859637767526
R_000273,N_0799,N_1735,2835.04,rail,44.456500140289855,301.58221585410575,45.82886197634896
R_000274,N_0854,N_0616,1481.25,rail,32.84255636077781,486.4237878416561,31.542838218007702
R_000275,N_0940,N_1655,2837.46,truck,45.7551924246637,221.8400812677307,32.47802850456985
R_000276,N_0335,N_0472,580.91,truck,10.268486092192019,258.39646901643926,20.453840115954517
R_000277,N_0580,N_0383,2989.32,truck,51.00788149610084,435.47952507857696,27.350685510319614
R_000278,N_1534,N_1157,6034.11,truck,114.56079209085017,262.6959285917116,16.68512357178008
R_000279,N_0917,N_1208,2120.23,truck,26.59845629073776,333.93627598355215,31.975767641414564
R_000280,N_0809,N_1102,1612.07,truck,36.94781815652836,356.02678716302006,86.94930483949061
R_000281,N_0328,N_0459,1445.6,truck,26.686708042059845,340.0331410346327,26.441009355130255
R_000282,N_0997,N_1858,2456.72,rail,31.414677649001323,174.8161602290149,62.89440740727001
R_000283,N_0340,N_1723,1381.36,rail,33.812334123283364,499.23012357044826,93.52539754919066
R_000284,N_0650,N_1434,3582.89,truck,68.13883541972568,445.5023071659289,72.77676675293387
R_000285,N_0920,N_0791,1699.2,truck,32.885834416112935,67.16177276352714,22.717964169852607
R_000286,N_0324,N_1517,1127.99,rail,19.209449765571144,320.12954181235784,24.02965326394085
R_000287,N_1294,N_0082,1596.03,rail,29.23370179182962,206.96505061450526,27.459337332344106
R_000288,N_0359,N_1323,1034.05,rail,17.592449585887802,101.99266541199015,85.45306887185046
R_000289,N_1201,N_1802,1476.47,truck,29.27006223377935,471.34317034403807,76.37888781536856
R_000290,N_1502,N_1494,2147.33,truck,35.0246013501419,116.42042534873447,73.81888119968845
R_000291,N_0322,N_1966,1323.08,truck,31.646604232202513,113.91565665346391,63.04334283387913
R_000292,N_0505,N_0884,801.81,truck,16.15558921008778,334.2462406501741,15.307032423616656
R_000293,N_1566,N_0675,2433.38,truck,46.504426794325596,419.2474228215513,15.109262431195912
R_000294,N_0200,N_0810,1519.26,rail,26.261910286525506,466.0103255956285,73.20144668452451
R_000295,N_1264,N_1977,992.79,truck,17.081981462705738,288.8341841507804,15.888403358722238
R_000297,N_0316,N_1770,5065.47,truck,65.73538106177321,497.136729923774,24.705405159262924
R_000298,N_1062,N_0148,4136.99,truck,70.7904824133913,489.9256707412155,86.52367100396019
