route_id,origin_node,destination_node,distance_km,transport_mode,travel_time_hours,cost_per_ton,capacity_tons
R_000024,N_0161,N_0018,4806.9,truck,113.55625342451867,353.7746738300597,79.00934906271988
R_000025,N_0083,N_0375,2382.43,rail,53.9195742516185,362.0528784938935,26.357282442018427
R_000026,N_0522,N_0165,3988.3,rail,52.77191231457927,372.51945833232145,82.5016107533278
R_000027,N_0012,N_0730,2949.59,truck,37.52371332976234,320.53901247054614,83.19278416105185
R_000028,N_0195,N_0399,3553.19,truck,52.14185574786374,194.11639903084225,93.18443711427214
R_000029,N_0116,N_0897,2683.77,truck,65.06671483802505,172.09537144074127,29.639176942726394
R_000030,N_0928,N_0112,2835.86,truck,48.27370004646074,84.985449754401,33.56654782675728
R_000031,N_0987,N_0766,1646.02,truck,31.532414409633233,66.13807930459635,23.399848236139007
R_000032,N_0080,N_0614,706.07,truck,12.156169998658832,120.64027780879526,71.39261556021715
R_000033,N_0034,N_0248,5503.45,truck,131.6622865378408,86.42351043905833,69.1341181482716
R_000034,N_0700,N_0536,1961.83,truck,42.55084583619726,126.5666216923579,10.392445300736675
R_000035,N_0452,N_0619,1211.28,truck,21.72372526071775,319.00293932791277,43.07787531353053
R_000036,N_0714,N_0713,4986.39,rail,73.47594763932067,471.52110183417415,31.356484929563592
R_000037,N_0972,N_0110,76.35,truck,1.1968399747596692,279.5442501536632,10.391787234483804
R_000038,N_0946,N_0632,2214.33,air,41.4799528251657,485.4196369941127,42.10810112779249
R_000039,N_0296,N_0329,1168.82,truck,19.550528575265755,333.258984579466,55.439034582010066
R_000040,N_0092,N_0052,4185.16,truck,83.46152631805606,189.8134960726274,98.83796840933041
R_000041,N_0979,N_0181,1211.08,air,23.20538073962846,93.24964896907599,32.285565915484995
R_000042,N_0185,N_0860,1820.32,maritime,27.18046245614871,469.2564480294347,85.14955199843396
R_000043,N_0981,N_0453,3137.19,truck,48.269363242193705,349.818361786304,33.82962981645486
R_000044,N_0897,N_0952,2791.05,truck,67.35621647236566,267.27570563076205,87.37542400580679
R_000045,N_0951,N_0732,1751.74,truck,36.43683083621048,407.4545047934471,42.2990459233776
R_000046,N_0018,N_0383,3150.41,maritime,41.10655442480518,88.19453516726477,39.98648399464241
R_000047,N_0595,N_0171,1009.95,rail,13.211107541474716,307.6489371384945,53.23578293687772
R_000048,N_0943,N_0054,4738.15,rail,67.87626061726401,76.49447135693549,28.847313063575683
R_000049,N_0519,N_0412,5431.24,truck,119.35006856897742,160.17116830804574,27.37991905381126
R_000050,N_0945,N_0039,2401.69,air,34.99339410756041,381.6981411814865,81.45957797823543
R_000051,N_0766,N_0090,2448.84,rail,30.94451136600865,364.2774106734239,47.50778010632852
R_000052,N_0706,N_0269,2071.5,air,45.87995300048055,169.38260401312465,92.73665937960148
R_000053,N_0449,N_0538,564.0,truck,10.257848186708589,177.25181252136315,54.88763869818716
R_000054,N_0744,N_0645,1272.08,truck,22.398382835399172,460.22353563087,41.420734312982674
R_000055,N_0954,N_0012,684.91,truck,9.486665559502962,491.4510574807439,44.90398095177505
R_000056,N_0683,N_0652,4082.71,maritime,51.449885980048094,245.1969866899886,53.7185008494235
R_000057,N_0407,N_0344,1628.38,truck,27.276527544054666,140.23336552893892,74.00109665394348
R_000058,N_0035,N_0462,1522.94,air,21.028322275047472,195.11200078076058,55.522416071590065
R_000059,N_0768,N_0274,1654.21,truck,40.088588856323625,433.5370368387277,22.379523174365342
R_000060,N_0957,N_0559,4220.19,air,72.22890158448666,413.0517705586602,42.68721217187245
R_000061,N_0442,N_0261,3953.63,rail,91.64504316347168,312.17078333856523,67.59990132370733
R_000062,N_0747,N_0785,1768.61,maritime,31.434857837295606,282.8044426366459,27.532367181371885
R_000063,N_0252,N_0403,1081.21,rail,17.044118010093726,404.61577061094374,75.79971646463501
R_000064,N_0109,N_0320,3261.5,truck,70.98702729882991,68.8711437837959,15.676205973771783
R_000065,N_0231,N_0615,2015.82,maritime,46.02427147815531,200.83704582742192,20.297861214042044
R_000066,N_0292,N_0084,1380.87,truck,21.293078710193004,292.9598895807528,73.92282254566445
R_000067,N_0651,N_0065,2102.37,truck,51.64916585741467,250.56179988167216,91.70509859122936
R_000068,N_0701,N_0759,4341.06,truck,56.34685048329853,97.45188743808238,14.662093007422909
R_000069,N_0194,N_0921,1144.43,rail,20.119100737447916,388.55478785397844,76.72959568398423
R_000070,N_0166,N_0708,3160.58,truck,48.153980056600005,483.7006113873366,96.99603491437873
R_000071,N_0236,N_0707,1177.97,truck,25.80193128016635,79.90543668071031,48.95018850330122
R_000072,N_0901,N_0247,1829.32,truck,31.988774748396835,418.15064604856593,81.49847249653723
R_000073,N_0486,N_0173,1796.1,truck,24.99488115877172,463.739592197615,15.34978794618248
R_000074,N_0942,N_0512,1352.86,maritime,21.148558513973676,281.10983095735827,25.97015327218692
R_000075,N_0395,N_0891,2360.99,truck,52.352710345243004,258.9496936781154,24.79593746577344
R_000076,N_0352,N_0767,4447.79,maritime,75.66441276658847,334.5657493615758,48.78779722901581
R_000077,N_0562,N_0363,2036.46,maritime,45.07126851235047,100.2320638310933,51.325564750417044
R_000078,N_0485,N_0100,3783.23,truck,79.3117618972775,418.53351561236434,42.67929885485961
R_000079,N_0226,N_0595,1219.19,truck,25.09543267751818,283.7514820155532,70.14604475239292
R_000080,N_0721,N_0157,2124.28,truck,45.50899610077752,58.82153940284907,30.527899151251837
R_000081,N_0326,N_0507,617.09,truck,13.465494655624354,310.9530192025029,44.53540835421458
R_000082,N_0363,N_0724,1517.62,truck,31.372604421673252,356.07980810304747,42.79926202936659
R_000083,N_0568,N_0630,2728.1,truck,55.7036908154265,408.10055073727375,98.50308043284507
R_000084,N_0667,N_0150,826.25,truck,16.342518023717766,79.8838897411825,11.291617862676416
R_000085,N_0395,N_0396,1338.06,truck,16.77151012640103,249.06972543359552,26.883797659423696
R_000086,N_0396,N_0437,2608.92,air,35.923186837738804,385.3396553123875,40.12297250672516
R_000087,N_0203,N_0810,1254.28,truck,21.673234789889985,480.2899415064818,75.05687617078188
R_000088,N_0906,N_0378,2750.53,truck,40.83755924291819,438.0971645200984,53.14703634069261
R_000089,N_0159,N_0776,3884.85,rail,62.26077758378494,496.9269874373198,48.25925206557055
R_000090,N_0606,N_0220,2093.67,truck,42.37490417164996,302.5642193575255,21.321729319415127
R_000091,N_0289,N_0878,1279.25,air,27.675895546625018,127.57681523615436,56.11948070392148
R_000092,N_0501,N_0245,2726.69,truck,64.24987581487369,295.4904244621768,72.2437402691809
R_000093,N_0170,N_0109,4500.75,rail,57.68284555358818,111.68349920846279,55.992615877782576
R_000094,N_0429,N_0506,3098.48,truck,71.07786564992621,231.80298038609112,83.87486113372819
R_000095,N_0556,N_0661,1290.41,truck,31.016181671826825,299.02918787903883,21.951704349151388
R_000096,N_0727,N_0862,3510.69,truck,46.10274463443707,86.82049718992263,70.17468330401475
R_000097,N_0198,N_0602,4027.43,truck,64.89431004260321,415.33997904053047,57.84962255780314
R_000098,N_0218,N_0517,5768.53,truck,132.88496153290686,290.57570343339404,89.94897339837117
R_000099,N_0900,N_0213,4215.22,rail,81.15959226830219,251.65888694364548,39.214288310133824
R_000100,N_0305,N_0391,2091.47,truck,29.63616368016251,227.73874979503273,68.51612999964405
R_000101,N_0980,N_0843,4776.31,truck,66.4293506148959,202.51657263636935,33.04963544144105
R_000102,N_0876,N_0428,3439.96,truck,49.506597613571174,449.3791674756129,30.75836267667603
R_000103,N_0737,N_0675,1107.77,truck,16.705017424087337,215.8340415017175,59.42588852900969
R_000104,N_0293,N_0503,2569.08,truck,32.11845800433273,184.07716710597612,98.04235166853553
R_000105,N_0129,N_0114,2942.71,truck,42.018760827150615,366.0393454930391,83.00524125182179
R_000106,N_0688,N_0264,1081.22,truck,14.576228535333145,387.9902886990737,80.0723663848579
R_000107,N_0619,N_0405,3877.21,truck,76.4646950939226,450.02851506078804,79.50037360471116
R_000108,N_0684,N_0793,2717.3,truck,41.73377202286516,115.08275215555135,55.35074784633244
R_000109,N_0760,N_0204,3522.01,truck,52.70269334304959,272.95326114863286,92.14824087520648
R_000110,N_0876,N_0831,3330.39,truck,74.76250360630442,389.07300266625134,74.42089267116648
R_000111,N_0077,N_0824,2348.73,truck,37.193558342238674,336.08247441203,22.176967376155144
R_000112,N_0427,N_0424,4035.52,truck,52.23821228790097,148.63991152523207,75.99346533129696
R_000113,N_0138,N_0996,3616.98,truck,59.60757653299539,94.76246746377566,69.31559762427806
R_000114,N_0633,N_0052,1956.69,truck,40.60565983632788,399.3012737924102,34.81953528718191
R_000115,N_0374,N_0058,2401.42,truck,31.243633272160906,291.4596580025454,72.65561633704188
R_000116,N_0175,N_0539,2392.5,truck,47.49933143983261,189.11043151414432,71.89124870619116
R_000117,N_0353,N_0749,1583.45,truck,23.932008116582576,123.60458630132922,15.714072533323531
R_000118,N_0154,N_0946,2402.2,truck,36.41690495682262,188.25901283730835,43.475946196392975
R_000119,N_0122,N_0111,4883.01,air,76.65930876080796,87.63244843097328,82.40766397525006
R_000120,N_0891,N_0607,4758.3,rail,117.47503417242913,62.93286363745519,25.37046629039302
R_000121,N_0159,N_0293,4365.17,rail,63.94195155906798,327.2396536084227,89.6373006835005
R_000122,N_0139,N_0366,4515.19,air,59.11565158230617,245.41689208408877,18.4947580378152
R_000123,N_0144,N_0840,530.08,truck,7.383020100774126,123.6606277567114,58.55636022169288
R_000124,N_0692,N_0113,2669.63,truck,48.95416299974889,88.13989105102762,51.82662785610227
R_000125,N_0977,N_0314,4275.31,truck,60.5615248329379,132.54233702560535,70.63614347415863
R_000126,N_0175,N_0744,4415.56,truck,58.086904499902374,277.43941693687754,38.51246198490917
R_000127,N_0091,N_0268,1600.21,truck,38.915002871206156,319.9233218928498,81.70756455972109
R_000128,N_0679,N_0965,2372.69,truck,30.415163566225704,366.378591936882,95.42008483549651
R_000129,N_0049,N_0969,1875.08,truck,25.203537525994367,221.20890041943198,96.83739268917131
R_000130,N_0338,N_0052,2562.03,truck,33.35404948595522,486.3468859262165,35.66761734746348
R_000131,N_0289,N_0072,1706.9,rail,22.113889825871247,320.3211396658436,67.1067058965622
R_000132,N_0259,N_0929,4489.94,truck,56.87872580525385,213.94822312786764,66.54163833480364
R_000133,N_0051,N_0592,2580.76,truck,37.89114688378405,497.5980344925145,69.31538654463563
R_000134,N_0411,N_0770,4025.17,truck,55.58309980815556,184.98914679573372,21.403166053119836
R_000135,N_0631,N_0045,4669.06,truck,58.432886532295456,349.7877942678049,33.611333506009814
R_000136,N_0061,N_0565,1997.6,truck,46.890391219009075,229.69887481723424,69.96114136052087
R_000137,N_0795,N_0967,4937.9,truck,102.85363408786199,417.81308151775295,76.97795723745548
R_000138,N_0451,N_0392,2849.78,truck,50.71386636814284,491.6994969753669,24.223808779873615
R_000139,N_0888,N_0524,2485.06,truck,41.41333237812117,410.2293406080596,53.972744730023706
R_000140,N_0067,N_0379,3037.7,truck,37.98347787333314,246.12270539909454,23.444153077404376
R_000141,N_0940,N_0936,1562.5,rail,21.138488216271625,257.04648462931806,63.502915695259574
R_000142,N_0800,N_0280,2812.17,rail,42.410062473283496,416.7621969128847,61.83196825317733
R_000143,N_0834,N_0141,2439.22,truck,30.80119318792053,115.24641890121734,46.40647679411165
R_000144,N_0372,N_0467,544.78,truck,7.386696813934731,418.2204056718157,98.76966890962058
R_000145,N_0247,N_0141,4084.03,truck,53.65595283916142,155.3355766410258,59.31108612883982
R_000146,N_0816,N_0993,2094.69,truck,27.015586517888575,349.56389663326416,14.242537744284254
R_000147,N_0484,N_0398,4172.45,truck,83.78708722825878,378.8048165132464,18.00417202799213
R_000148,N_0661,N_0066,773.46,air,12.421753736252562,169.47345372734108,96.13506668322789
R_000149,N_0106,N_0087,489.27,air,7.0877223014771555,383.23446663145376,78.84453865614545
R_000150,N_0723,N_0040,1185.0,rail,16.133922286495707,212.21902475425267,46.03100663947377
R_000151,N_0865,N_0742,3389.34,truck,45.38627742113569,332.0462577910133,63.42109810741381
R_000152,N_0558,N_0213,4744.4,truck,78.96501082997312,314.2927274606154,66.73910761006607
R_000153,N_0268,N_0360,3582.54,truck,48.449928113002755,182.96165429938102,67.74129870993032
R_000154,N_0547,N_0949,2239.24,truck,44.14798587493527,221.3992167326132,41.919647658846316
R_000155,N_0650,N_0815,1767.82,truck,22.157189893385738,184.52122557641763,76.25313745014256
R_000156,N_0814,N_0322,762.18,truck,17.48744050536235,147.13605534434558,80.36681855412195
R_000157,N_0459,N_0700,4293.76,truck,80.63108960592582,312.81932850246056,73.31168478609992
R_000158,N_0912,N_0238,2338.45,truck,40.18176840362203,54.051507465542095,45.60404273702634
R_000159,N_0848,N_0395,1032.84,truck,14.756847339232083,351.6691596959024,34.91261174045384
R_000160,N_0284,N_0255,2293.7,truck,33.08919526329329,92.22228795918397,95.34939247325461
R_000161,N_0341,N_0895,1394.6,truck,20.58891578020331,70.12661730939581,53.59572242047566
R_000162,N_0440,N_0760,1403.13,truck,19.09135749075349,408.5654534061144,23.74591550083381
R_000163,N_0285,N_0398,2885.77,truck,39.02626220895816,195.49404668688837,49.538467707188744
R_000164,N_0447,N_0409,842.17,truck,12.049514134036427,386.40480538092044,56.60093534325125
R_000165,N_0414,N_0973,971.19,truck,23.604903556285645,79.70289490846962,44.53665125615482
R_000166,N_0145,N_0867,4908.74,air,119.17804224004493,215.61352370906314,30.14041925047698
R_000167,N_0798,N_0320,4179.01,rail,86.6002545996143,369.8722640456925,75.85804335712857
R_000168,N_0802,N_0782,3530.38,truck,54.46979811840468,61.729973119669495,46.41326497412945
R_000169,N_0946,N_0943,5174.97,truck,70.20073608334285,286.13927238171675,13.238523658781556
R_000170,N_0536,N_0010,861.86,truck,16.22500034745166,307.69992656235166,24.727339802438884
R_000171,N_0881,N_0018,4042.66,air,53.4962202293653,186.83356497410807,69.46618308622585
R_000172,N_0637,N_0720,1906.31,rail,42.53170529652938,393.24416500452253,49.57557738971813
R_000173,N_0646,N_0812,1876.2,rail,34.075081933548375,456.5926334122036,35.50034253477793
R_000174,N_0301,N_0284,691.38,rail,8.682686173976625,74.2570773793149,34.66324412894178
R_000175,N_0662,N_0222,924.27,air,22.460426295575154,50.00418318901313,33.0618366330623
R_000176,N_0021,N_0621,1851.06,rail,34.52760636961558,50.90506895544608,59.923516685835445
R_000177,N_0602,N_0129,2558.57,rail,44.224550427537515,355.3708653714502,86.70779468994613
R_000178,N_0480,N_0921,904.91,truck,12.784535809113173,169.33425789703003,90.23669344957908
R_000179,N_0286,N_0181,1251.42,rail,28.661470778348733,75.26164118441709,42.69312436133448
R_000180,N_0804,N_0575,1867.3,maritime,38.83512257840027,116.88690004792977,41.76579983992998
R_000181,N_0692,N_0710,4097.58,rail,70.9415955105135,400.947613580531,77.38417873225413
R_000182,N_0786,N_0458,969.1,rail,20.263132634669542,122.81472304723098,77.55852326524014
R_000183,N_0317,N_0669,2374.25,truck,31.04469100736407,330.3216761148783,50.04439282071466
R_000184,N_0560,N_0445,3304.39,truck,42.28444062535056,80.8791300263349,67.68533715961249
R_000185,N_0388,N_0648,1211.98,truck,17.265016484438995,467.1096790453562,76.95945106113561
R_000186,N_0731,N_0596,2781.7,truck,36.37919671234917,252.09397646712173,71.35286454241434
R_000187,N_0258,N_0688,593.12,truck,14.007098698045327,478.5232818329092,65.1287596078986
R_000188,N_0291,N_0206,5668.57,air,93.06817983343213,397.36945050794293,21.408057606287358
R_000189,N_0040,N_0469,1232.1,truck,17.720314361862737,64.12085960758384,38.377441017910286
R_000190,N_0354,N_0528,1721.89,air,36.316465384459676,368.1732770213417,13.847818397436372
R_000191,N_0144,N_0314,4538.46,truck,63.227205186816285,405.4894610278102,95.73416755688457
R_000192,N_0618,N_0333,2600.7,truck,35.53124890670714,253.02811079300756,87.929748165676
R_000193,N_0691,N_0558,2058.95,rail,44.38764566425219,200.228733531204,12.596356026101951
R_000194,N_0218,N_0681,6099.27,truck,83.8577766457922,398.1513971142724,31.17679855986819
R_000195,N_0865,N_0655,4394.4,truck,58.3347461809661,91.14128337335143,58.862260930991525
R_000196,N_0605,N_0617,4214.77,truck,93.51274400083328,86.15162074971416,27.17643997572263
R_000197,N_0331,N_0479,2595.31,truck,39.436042837883434,74.74184403029656,17.272815391482773
R_000198,N_0029,N_0055,1234.91,air,18.95653659610263,378.66634663458,43.332594000189324
R_000199,N_0962,N_0932,5588.84,truck,93.86475917393932,308.4264339022908,90.73025149399406
R_000200,N_0125,N_0554,1264.25,truck,22.201963317286243,122.50530352212516,33.17040890583318
R_000201,N_0456,N_0985,4721.9,truck,59.96223215163281,277.1323475968384,51.0946097290148
R_000202,N_0451,N_0653,2317.9,truck,39.69427990043562,216.79838056094957,33.806459672676276
R_000203,N_0873,N_0144,437.55,truck,8.331662261756335,368.53934135124746,75.11701210742372
R_000204,N_0788,N_0651,2928.41,truck,58.16446880464951,377.22817680896884,11.44694309906998
R_000205,N_0265,N_0398,1872.89,truck,26.40944751823552,79.86931388798384,26.925142934397787
R_000206,N_0538,N_0744,1108.01,truck,15.719804225917436,302.04731735246054,91.06114483180156
R_000207,N_0595,N_0275,1960.42,truck,28.30927880748881,353.8172387520385,31.87516965442371
R_000208,N_0451,N_0448,2671.97,rail,64.64154413168778,372.9327785912367,32.6887358602578
R_000209,N_0454,N_0443,2981.84,truck,72.13767277326885,231.54377845214987,96.96806723975372
R_000210,N_0360,N_0303,1835.62,truck,29.13190940238287,319.59561002881827,12.10133447048892
R_000211,N_0487,N_0210,982.56,truck,17.51136546771126,135.51701653407235,79.5401861377753
R_000212,N_0178,N_0483,2194.78,truck,47.23296174020076,325.0235132562339,69.96351723952337
R_000213,N_0293,N_0170,5538.44,truck,98.30219224705324,333.41449356775297,39.8961324912982
R_000214,N_0807,N_0599,2219.47,truck,44.256577523998025,95.28997744038311,34.10868844672024
R_000215,N_0021,N_0073,2106.07,truck,28.130368071309057,281.15365649750856,62.92932686996774
R_000216,N_0333,N_0803,1022.92,truck,17.861011660920486,392.59119854266027,83.92619291638665
R_000217,N_0429,N_0875,1606.06,truck,22.528369603839177,272.4283901321821,20.03589139326119
R_000218,N_0281,N_0674,129.0,air,2.6574199353271375,417.16624595988935,32.20348665475257
R_000219,N_0678,N_0249,818.29,truck,17.652802470146945,381.7609197637449,72.09216753008845
R_000220,N_0754,N_0089,2814.63,truck,63.63495335539684,246.17711769580504,17.791425582186214
R_000221,N_0242,N_0662,2662.86,air,42.28011883320511,384.2165471687067,61.64972806383031
R_000222,N_0012,N_0774,3940.66,truck,56.122305859826014,112.28225129016238,83.52160390851263
R_000223,N_0668,N_0676,2548.54,truck,41.922814774837875,228.05217146157332,36.68018601609888
R_000224,N_0240,N_0454,5674.81,air,80.48681616166937,431.04766171589296,91.79028488900559
R_000225,N_0770,N_0237,1550.62,truck,26.6175589179741,50.128913476809636,55.58163262333053
R_000226,N_0031,N_0242,3496.38,truck,53.3053603742906,339.9705708880522,24.431858621899565
R_000227,N_0577,N_0137,1138.92,truck,23.96290563387525,313.2472903360291,53.60875579200422
R_000228,N_0993,N_0531,1415.33,truck,23.320606962571297,72.2651859743627,89.33817682105135
R_000229,N_0548,N_0058,5259.97,air,77.27727880362481,394.7776651837315,38.309004508503044
R_000230,N_0334,N_0462,2667.61,truck,65.11283305253022,463.44005459075726,44.83128393695121
R_000231,N_0928,N_0258,1992.36,rail,46.09740981462363,347.0847250291592,34.37552483541596
R_000232,N_0095,N_0254,3042.05,truck,39.69116576281467,274.9910792321187,70.25238089304452
R_000233,N_0603,N_0411,403.68,truck,7.475067174196847,194.51256817838032,32.2271963173191
R_000234,N_0259,N_0168,4225.36,truck,86.44042506444032,484.44979409480754,21.21505088173
R_000235,N_0022,N_0944,840.44,truck,20.5453396852672,465.20479386426354,82.93463145555707
R_000236,N_0676,N_0534,1920.66,air,26.633749237898446,341.2569744438765,86.26080931915322
R_000237,N_0333,N_0247,2498.95,truck,35.17044303974648,88.15910731085599,87.27809204462355
R_000238,N_0617,N_0987,1919.44,air,36.593212301569785,197.05228068614832,16.655382088273115
R_000239,N_0346,N_0036,1888.43,truck,28.96275619628478,339.78541966408505,35.30363530731813
R_000240,N_0705,N_0877,523.16,truck,8.134297335899323,265.7947673557351,32.09356964325472
R_000241,N_0634,N_0639,1788.39,rail,23.33112012216626,98.39581787962507,27.458219089540492
R_000242,N_0159,N_0763,1949.39,truck,32.31209760022325,282.2507825368164,33.684537263119644
R_000243,N_0701,N_0569,523.11,air,9.017860928615235,387.2387774305357,68.14632333443124
R_000244,N_0972,N_0918,3784.08,truck,54.31431673868683,213.46315120465832,30.204521956217885
R_000245,N_0041,N_0796,4280.14,truck,90.66292421671582,279.67803013404455,55.45574057619964
R_000246,N_0900,N_0880,3430.74,truck,60.90803963359188,233.9651355765419,38.580232565771624
R_000247,N_0534,N_0516,3225.67,truck,40.929994269141766,474.5746533667671,53.52853412585217
R_000248,N_0563,N_0320,3035.08,truck,70.98883206783957,102.97318958718232,92.4499759482674
R_000249,N_0491,N_0437,1357.95,rail,17.884062606515904,251.57390507707373,14.367335641902374
R_000250,N_0003,N_0861,976.29,truck,20.53203169056305,234.73981690514455,20.63771294634869
R_000251,N_0934,N_0079,3297.94,truck,61.52088768179696,260.44615588461846,48.625482498315584
R_000252,N_0777,N_0518,2240.04,air,50.548630313487244,94.66706718913771,86.75254999818118
R_000253,N_0754,N_0799,2152.68,rail,44.27837165911984,422.9881579253983,93.14619617734263
R_000254,N_0964,N_0499,5922.87,truck,78.12600763793421,406.6194773165321,77.57899988630409
R_000255,N_0204,N_0362,2299.09,rail,50.509418330570234,150.07377928859978,61.942135138233176
R_000256,N_0947,N_0619,2266.23,truck,35.232167117863185,98.66731910596818,69.04131216323557
R_000257,N_0787,N_0913,414.49,truck,6.488358767798621,203.83941737151233,51.36505045962436
R_000258,N_0365,N_0545,954.93,truck,19.39068895136466,129.9653666552898,99.56631932454931
R_000259,N_0294,N_0844,3313.43,truck,45.3555160168923,296.06275828151826,38.56506162699452
R_000260,N_0089,N_0756,2954.51,rail,49.23630166445874,70.32125315997337,16.932023791630087
R_000261,N_0127,N_0781,1864.15,rail,27.768534635594225,427.5808589379573,74.75387233218508
R_000262,N_0456,N_0448,2776.89,truck,50.025373843250925,258.84985725086864,36.789741528239226
R_000263,N_0386,N_0127,1628.34,air,28.82059315554968,473.69388406908496,56.509201642965095
R_000264,N_0395,N_0666,988.01,truck,19.47457110567787,222.51223361076666,59.791370759694516
R_000265,N_0592,N_0811,2853.26,truck,53.50735636235684,54.710857992426185,98.34990849369152
R_000266,N_0115,N_0873,3381.24,air,54.55917095236409,322.4591871000299,74.07210303135749
R_000267,N_0815,N_0605,549.24,truck,8.99329944257749,352.615977312128,85.2249934818856
R_000268,N_0239,N_0058,384.31,truck,8.509491439440733,154.9659386542991,67.80942027557185
R_000269,N_0725,N_0522,738.62,truck,16.452311633511368,410.95240122330506,80.56852305218632
R_000270,N_0643,N_0419,3454.54,truck,80.8063574073278,406.44760073673115,76.35427148131339
R_000271,N_0265,N_0246,2906.66,truck,49.898246954090986,133.01954472397898,43.411144102670754
R_000272,N_0970,N_0931,1621.29,truck,23.63581652152281,294.48201216698385,84.6063115489606
R_000273,N_0057,N_0336,194.06,air,2.4273936699225556,463.6842972699535,80.01032282498387
R_000274,N_0737,N_0916,2364.93,truck,49.67701789209712,354.6683083164728,74.14777018539384
R_000275,N_0850,N_0525,572.51,truck,11.257682506762931,357.652634782778,98.14382376998091
R_000276,N_0030,N_0170,4186.17,truck,67.87447812641781,126.59658569690218,11.999857556794453
R_000277,N_0694,N_0372,2546.21,air,61.00358337781473,243.01807655761286,78.59806956334742
R_000278,N_0580,N_0107,2553.2,maritime,44.88851746373603,477.6729324706029,13.187707595277736
R_000279,N_0415,N_0999,5707.44,truck,114.1924825739642,278.293325305842,21.659836398444604
R_000280,N_0424,N_0567,4284.68,truck,65.8758508736009,121.44932882926801,28.55483601680864
R_000281,N_0585,N_0156,1192.8,rail,15.199048168848755,183.13302434541987,24.810658895783835
R_000282,N_0082,N_0928,1752.2,truck,37.28261473376621,379.9488063116346,42.55997809948607
R_000283,N_0441,N_0827,5320.47,truck,85.06451313338803,376.91191948119945,53.37017974517361
R_000284,N_0174,N_0883,632.11,truck,8.253455627680951,467.92588909642,71.50839313762033
R_000285,N_0509,N_0343,929.11,truck,14.25695341511586,497.59440033114953,99.64602596753171
R_000286,N_0235,N_0398,1624.71,truck,20.794686430263308,325.6975612183996,82.07980934312614
R_000287,N_0614,N_0605,3383.62,truck,57.810236715857954,116.09353083597212,42.135952487797546
R_000288,N_0520,N_0524,5617.06,truck,122.016845877278,106.30227184226848,46.27679884302052
R_000289,N_0152,N_0892,1866.81,truck,40.74281060557253,461.7750783992695,89.38454652693692
R_000290,N_0949,N_0227,3047.79,rail,46.026223149520035,395.48336443371903,54.50522093163299
R_000291,N_0859,N_0725,3999.69,truck,81.00652460677277,228.44569413812678,50.48001474091328
R_000292,N_0996,N_0286,853.46,truck,20.415553717004926,233.53833354154784,47.48413711321629
R_000293,N_0517,N_0794,1377.53,truck,21.05474080044051,370.96386406307187,79.30353841139109
R_000294,N_0243,N_0683,2702.9,truck,36.05701844402327,379.4539101847836,76.76834365872602
R_000295,N_0943,N_0669,2432.7,rail,33.24903987241819,478.13248206957127,23.602059986400448
R_000296,N_0950,N_0144,2944.9,truck,55.38539761556222,427.7315047525275,78.6177659481151
R_000297,N_0775,N_0672,4451.04,maritime,88.35770242163262,380.9557632539396,59.62640274153105
